Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2014,Place of Residence,Tulare,60 - 64 years,No,188,06/10/2021
Death,2014,Place of Residence,Tulare,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,60 - 64 years,Yes,25,06/10/2021
Death,2014,Place of Residence,Tulare,65 - 69 years,No,202,06/10/2021
Death,2014,Place of Residence,Tulare,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,65 - 69 years,Yes,47,06/10/2021
Death,2014,Place of Residence,Tulare,70 - 74 years,No,229,06/10/2021
Death,2014,Place of Residence,Tulare,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,70 - 74 years,Yes,63,06/10/2021
Death,2014,Place of Residence,Tulare,75 - 79 years,No,221,06/10/2021
Death,2014,Place of Residence,Tulare,75 - 79 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,75 - 79 years,Yes,65,06/10/2021
Death,2014,Place of Residence,Tulare,80 - 84 years,No,247,06/10/2021
Death,2014,Place of Residence,Tulare,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,80 - 84 years,Yes,88,06/10/2021
Death,2014,Place of Residence,Tulare,85 - 89 years,No,260,06/10/2021
Death,2014,Place of Residence,Tulare,85 - 89 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tulare,85 - 89 years,Yes,84,06/10/2021
Death,2014,Place of Residence,Tulare,90 - 94 years,No,200,06/10/2021
Death,2014,Place of Residence,Tulare,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,90 - 94 years,Yes,68,06/10/2021
Death,2014,Place of Residence,Tulare,95 - 99 years,No,102,06/10/2021
Death,2014,Place of Residence,Tulare,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,95 - 99 years,Yes,19,06/10/2021
Death,2014,Place of Residence,Tulare,100 years and over,No,25,06/10/2021
Death,2014,Place of Residence,Tulare,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tulare,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,Less than 1 year,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,1 - 4 years,No,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,10 - 14 years,No,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,15 - 19 years,No,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,20 - 24 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,30 - 34 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,35 - 39 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,40 - 44 years,No,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,45 - 49 years,No,11,06/10/2021
Death,2014,Place of Residence,Tuolumne,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,45 - 49 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,50 - 54 years,No,21,06/10/2021
Death,2014,Place of Residence,Tuolumne,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,55 - 59 years,No,42,06/10/2021
Death,2014,Place of Residence,Tuolumne,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,55 - 59 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,60 - 64 years,No,32,06/10/2021
Death,2014,Place of Residence,Tuolumne,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,60 - 64 years,Yes,12,06/10/2021
Death,2014,Place of Residence,Tuolumne,65 - 69 years,No,24,06/10/2021
Death,2014,Place of Residence,Tuolumne,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,65 - 69 years,Yes,15,06/10/2021
Death,2014,Place of Residence,Tuolumne,70 - 74 years,No,34,06/10/2021
Death,2014,Place of Residence,Tuolumne,70 - 74 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,70 - 74 years,Yes,30,06/10/2021
Death,2014,Place of Residence,Tuolumne,75 - 79 years,No,56,06/10/2021
Death,2014,Place of Residence,Tuolumne,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,75 - 79 years,Yes,17,06/10/2021
Death,2014,Place of Residence,Tuolumne,80 - 84 years,No,47,06/10/2021
Death,2014,Place of Residence,Tuolumne,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Tuolumne,80 - 84 years,Yes,35,06/10/2021
Death,2014,Place of Residence,Tuolumne,85 - 89 years,No,66,06/10/2021
Death,2014,Place of Residence,Tuolumne,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,85 - 89 years,Yes,38,06/10/2021
Death,2014,Place of Residence,Tuolumne,90 - 94 years,No,43,06/10/2021
Death,2014,Place of Residence,Tuolumne,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,90 - 94 years,Yes,30,06/10/2021
Death,2014,Place of Residence,Tuolumne,95 - 99 years,No,27,06/10/2021
Death,2014,Place of Residence,Tuolumne,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,95 - 99 years,Yes,14,06/10/2021
Death,2014,Place of Residence,Tuolumne,100 years and over,No,13,06/10/2021
Death,2014,Place of Residence,Tuolumne,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Tuolumne,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,Less than 1 year,No,47,06/10/2021
Death,2014,Place of Residence,Ventura,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Ventura,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Ventura,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,10 - 14 years,No,<11,06/10/2021
Death,2014,Place of Residence,Ventura,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,15 - 19 years,No,17,06/10/2021
Death,2014,Place of Residence,Ventura,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,20 - 24 years,No,32,06/10/2021
Death,2014,Place of Residence,Ventura,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,20 - 24 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,25 - 29 years,No,32,06/10/2021
Death,2014,Place of Residence,Ventura,25 - 29 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,25 - 29 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,30 - 34 years,No,46,06/10/2021
Death,2014,Place of Residence,Ventura,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,30 - 34 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,35 - 39 years,No,42,06/10/2021
Death,2014,Place of Residence,Ventura,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Ventura,40 - 44 years,No,64,06/10/2021
Death,2014,Place of Residence,Ventura,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,40 - 44 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,45 - 49 years,No,100,06/10/2021
Death,2014,Place of Residence,Ventura,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Ventura,50 - 54 years,No,159,06/10/2021
Death,2014,Place of Residence,Ventura,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,50 - 54 years,Yes,18,06/10/2021
Death,2014,Place of Residence,Ventura,55 - 59 years,No,264,06/10/2021
Death,2014,Place of Residence,Ventura,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,55 - 59 years,Yes,28,06/10/2021
Death,2014,Place of Residence,Ventura,60 - 64 years,No,284,06/10/2021
Death,2014,Place of Residence,Ventura,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,60 - 64 years,Yes,51,06/10/2021
Death,2014,Place of Residence,Ventura,65 - 69 years,No,266,06/10/2021
Death,2014,Place of Residence,Ventura,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,65 - 69 years,Yes,93,06/10/2021
Death,2014,Place of Residence,Ventura,70 - 74 years,No,334,06/10/2021
Death,2014,Place of Residence,Ventura,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,70 - 74 years,Yes,117,06/10/2021
Death,2014,Place of Residence,Ventura,75 - 79 years,No,404,06/10/2021
Death,2014,Place of Residence,Ventura,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,75 - 79 years,Yes,129,06/10/2021
Death,2014,Place of Residence,Ventura,80 - 84 years,No,498,06/10/2021
Death,2014,Place of Residence,Ventura,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,80 - 84 years,Yes,254,06/10/2021
Death,2014,Place of Residence,Ventura,85 - 89 years,No,608,06/10/2021
Death,2014,Place of Residence,Ventura,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,85 - 89 years,Yes,296,06/10/2021
Death,2014,Place of Residence,Ventura,90 - 94 years,No,456,06/10/2021
Death,2014,Place of Residence,Ventura,90 - 94 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,90 - 94 years,Yes,242,06/10/2021
Death,2014,Place of Residence,Ventura,95 - 99 years,No,233,06/10/2021
Death,2014,Place of Residence,Ventura,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Ventura,95 - 99 years,Yes,67,06/10/2021
Death,2014,Place of Residence,Ventura,100 years and over,No,62,06/10/2021
Death,2014,Place of Residence,Ventura,100 years and over,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Ventura,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,Less than 1 year,No,11,06/10/2021
Death,2014,Place of Residence,Yolo,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yolo,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yolo,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,10 - 14 years,No,0,06/10/2021
Death,2014,Place of Residence,Yolo,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,15 - 19 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yolo,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,20 - 24 years,No,11,06/10/2021
Death,2014,Place of Residence,Yolo,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yolo,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,30 - 34 years,No,12,06/10/2021
Death,2014,Place of Residence,Yolo,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,30 - 34 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,35 - 39 years,No,16,06/10/2021
Death,2014,Place of Residence,Yolo,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,40 - 44 years,No,17,06/10/2021
Death,2014,Place of Residence,Yolo,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,40 - 44 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yolo,45 - 49 years,No,28,06/10/2021
Death,2014,Place of Residence,Yolo,45 - 49 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,50 - 54 years,No,41,06/10/2021
Death,2014,Place of Residence,Yolo,50 - 54 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,55 - 59 years,No,68,06/10/2021
Death,2014,Place of Residence,Yolo,55 - 59 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,55 - 59 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,60 - 64 years,No,76,06/10/2021
Death,2014,Place of Residence,Yolo,60 - 64 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,60 - 64 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yolo,65 - 69 years,No,77,06/10/2021
Death,2014,Place of Residence,Yolo,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,65 - 69 years,Yes,23,06/10/2021
Death,2014,Place of Residence,Yolo,70 - 74 years,No,61,06/10/2021
Death,2014,Place of Residence,Yolo,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,70 - 74 years,Yes,29,06/10/2021
Death,2014,Place of Residence,Yolo,75 - 79 years,No,86,06/10/2021
Death,2014,Place of Residence,Yolo,75 - 79 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,75 - 79 years,Yes,38,06/10/2021
Death,2014,Place of Residence,Yolo,80 - 84 years,No,106,06/10/2021
Death,2014,Place of Residence,Yolo,80 - 84 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,80 - 84 years,Yes,49,06/10/2021
Death,2014,Place of Residence,Yolo,85 - 89 years,No,110,06/10/2021
Death,2014,Place of Residence,Yolo,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,85 - 89 years,Yes,53,06/10/2021
Death,2014,Place of Residence,Yolo,90 - 94 years,No,114,06/10/2021
Death,2014,Place of Residence,Yolo,90 - 94 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yolo,90 - 94 years,Yes,50,06/10/2021
Death,2014,Place of Residence,Yolo,95 - 99 years,No,41,06/10/2021
Death,2014,Place of Residence,Yolo,95 - 99 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,95 - 99 years,Yes,15,06/10/2021
Death,2014,Place of Residence,Yolo,100 years and over,No,13,06/10/2021
Death,2014,Place of Residence,Yolo,100 years and over,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yolo,100 years and over,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yuba,Less than 1 year,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,Less than 1 year,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,Less than 1 year,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,1 - 4 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,1 - 4 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,1 - 4 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,5 - 9 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,5 - 9 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,5 - 9 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,10 - 14 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,10 - 14 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,10 - 14 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,15 - 19 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,15 - 19 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,15 - 19 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,20 - 24 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,20 - 24 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,20 - 24 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,25 - 29 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,25 - 29 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,25 - 29 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,30 - 34 years,No,<11,06/10/2021
Death,2014,Place of Residence,Yuba,30 - 34 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,30 - 34 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,35 - 39 years,No,15,06/10/2021
Death,2014,Place of Residence,Yuba,35 - 39 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,35 - 39 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,40 - 44 years,No,11,06/10/2021
Death,2014,Place of Residence,Yuba,40 - 44 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,40 - 44 years,Yes,0,06/10/2021
Death,2014,Place of Residence,Yuba,45 - 49 years,No,15,06/10/2021
Death,2014,Place of Residence,Yuba,45 - 49 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,45 - 49 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yuba,50 - 54 years,No,27,06/10/2021
Death,2014,Place of Residence,Yuba,50 - 54 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,50 - 54 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yuba,55 - 59 years,No,37,06/10/2021
Death,2014,Place of Residence,Yuba,55 - 59 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yuba,55 - 59 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yuba,60 - 64 years,No,38,06/10/2021
Death,2014,Place of Residence,Yuba,60 - 64 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,60 - 64 years,Yes,<11,06/10/2021
Death,2014,Place of Residence,Yuba,65 - 69 years,No,32,06/10/2021
Death,2014,Place of Residence,Yuba,65 - 69 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yuba,65 - 69 years,Yes,23,06/10/2021
Death,2014,Place of Residence,Yuba,70 - 74 years,No,44,06/10/2021
Death,2014,Place of Residence,Yuba,70 - 74 years,Unknown,<11,06/10/2021
Death,2014,Place of Residence,Yuba,70 - 74 years,Yes,19,06/10/2021
Death,2014,Place of Residence,Yuba,75 - 79 years,No,51,06/10/2021
Death,2014,Place of Residence,Yuba,75 - 79 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,75 - 79 years,Yes,14,06/10/2021
Death,2014,Place of Residence,Yuba,80 - 84 years,No,45,06/10/2021
Death,2014,Place of Residence,Yuba,80 - 84 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,80 - 84 years,Yes,25,06/10/2021
Death,2014,Place of Residence,Yuba,85 - 89 years,No,40,06/10/2021
Death,2014,Place of Residence,Yuba,85 - 89 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,85 - 89 years,Yes,25,06/10/2021
Death,2014,Place of Residence,Yuba,90 - 94 years,No,35,06/10/2021
Death,2014,Place of Residence,Yuba,90 - 94 years,Unknown,0,06/10/2021
Death,2014,Place of Residence,Yuba,90 - 94 years,Yes,11,06/10/2021
