Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2015,Inyo,75 - 79 years,Unknown,0
2015,Inyo,80 - 84 years,Less than High School,10
2015,Inyo,80 - 84 years,High School Graduate or GED Completed,15
2015,Inyo,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,80 - 84 years,Bachelor's Degree,10
2015,Inyo,80 - 84 years,Graduate Degree,0
2015,Inyo,80 - 84 years,Unknown,10
2015,Inyo,85 - 89 years,Less than High School,10
2015,Inyo,85 - 89 years,High School Graduate or GED Completed,10
2015,Inyo,85 - 89 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,85 - 89 years,Bachelor's Degree,10
2015,Inyo,85 - 89 years,Graduate Degree,10
2015,Inyo,85 - 89 years,Unknown,10
2015,Inyo,90 - 94 years,Less than High School,10
2015,Inyo,90 - 94 years,High School Graduate or GED Completed,21
2015,Inyo,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,90 - 94 years,Bachelor's Degree,10
2015,Inyo,90 - 94 years,Graduate Degree,10
2015,Inyo,90 - 94 years,Unknown,10
2015,Inyo,95 - 99 years,Less than High School,0
2015,Inyo,95 - 99 years,High School Graduate or GED Completed,10
2015,Inyo,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2015,Inyo,95 - 99 years,Bachelor's Degree,10
2015,Inyo,95 - 99 years,Graduate Degree,0
2015,Inyo,95 - 99 years,Unknown,0
2015,Inyo,100 years and over,Less than High School,0
2015,Inyo,100 years and over,High School Graduate or GED Completed,0
2015,Inyo,100 years and over,"Some College Credit, No 4-Year Degree",10
2015,Inyo,100 years and over,Bachelor's Degree,0
2015,Inyo,100 years and over,Graduate Degree,10
2015,Inyo,100 years and over,Unknown,0
2015,Kern,Less than 1 year,Less than High School,93
2015,Kern,Less than 1 year,High School Graduate or GED Completed,0
2015,Kern,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Kern,Less than 1 year,Bachelor's Degree,0
2015,Kern,Less than 1 year,Graduate Degree,0
2015,Kern,Less than 1 year,Unknown,0
2015,Kern,1 - 4 years,Less than High School,15
2015,Kern,1 - 4 years,High School Graduate or GED Completed,0
2015,Kern,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Kern,1 - 4 years,Bachelor's Degree,0
2015,Kern,1 - 4 years,Graduate Degree,0
2015,Kern,1 - 4 years,Unknown,0
2015,Kern,5 - 9 years,Less than High School,10
2015,Kern,5 - 9 years,High School Graduate or GED Completed,0
2015,Kern,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Kern,5 - 9 years,Bachelor's Degree,0
2015,Kern,5 - 9 years,Graduate Degree,0
2015,Kern,5 - 9 years,Unknown,0
2015,Kern,10 - 14 years,Less than High School,11
2015,Kern,10 - 14 years,High School Graduate or GED Completed,0
2015,Kern,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Kern,10 - 14 years,Bachelor's Degree,0
2015,Kern,10 - 14 years,Graduate Degree,0
2015,Kern,10 - 14 years,Unknown,0
2015,Kern,15 - 19 years,Less than High School,18
2015,Kern,15 - 19 years,High School Graduate or GED Completed,15
2015,Kern,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2015,Kern,15 - 19 years,Bachelor's Degree,0
2015,Kern,15 - 19 years,Graduate Degree,0
2015,Kern,15 - 19 years,Unknown,10
2015,Kern,20 - 24 years,Less than High School,15
2015,Kern,20 - 24 years,High School Graduate or GED Completed,29
2015,Kern,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Kern,20 - 24 years,Bachelor's Degree,0
2015,Kern,20 - 24 years,Graduate Degree,0
2015,Kern,20 - 24 years,Unknown,0
2015,Kern,25 - 29 years,Less than High School,16
2015,Kern,25 - 29 years,High School Graduate or GED Completed,45
2015,Kern,25 - 29 years,"Some College Credit, No 4-Year Degree",14
2015,Kern,25 - 29 years,Bachelor's Degree,10
2015,Kern,25 - 29 years,Graduate Degree,0
2015,Kern,25 - 29 years,Unknown,10
2015,Kern,30 - 34 years,Less than High School,24
2015,Kern,30 - 34 years,High School Graduate or GED Completed,37
2015,Kern,30 - 34 years,"Some College Credit, No 4-Year Degree",23
2015,Kern,30 - 34 years,Bachelor's Degree,10
2015,Kern,30 - 34 years,Graduate Degree,10
2015,Kern,30 - 34 years,Unknown,10
2015,Kern,35 - 39 years,Less than High School,31
2015,Kern,35 - 39 years,High School Graduate or GED Completed,41
2015,Kern,35 - 39 years,"Some College Credit, No 4-Year Degree",24
2015,Kern,35 - 39 years,Bachelor's Degree,10
2015,Kern,35 - 39 years,Graduate Degree,10
2015,Kern,35 - 39 years,Unknown,10
2015,Kern,40 - 44 years,Less than High School,35
2015,Kern,40 - 44 years,High School Graduate or GED Completed,39
2015,Kern,40 - 44 years,"Some College Credit, No 4-Year Degree",30
2015,Kern,40 - 44 years,Bachelor's Degree,10
2015,Kern,40 - 44 years,Graduate Degree,10
2015,Kern,40 - 44 years,Unknown,10
2015,Kern,45 - 49 years,Less than High School,49
2015,Kern,45 - 49 years,High School Graduate or GED Completed,57
2015,Kern,45 - 49 years,"Some College Credit, No 4-Year Degree",54
2015,Kern,45 - 49 years,Bachelor's Degree,10
2015,Kern,45 - 49 years,Graduate Degree,10
2015,Kern,45 - 49 years,Unknown,10
2015,Kern,50 - 54 years,Less than High School,90
2015,Kern,50 - 54 years,High School Graduate or GED Completed,137
2015,Kern,50 - 54 years,"Some College Credit, No 4-Year Degree",61
2015,Kern,50 - 54 years,Bachelor's Degree,16
2015,Kern,50 - 54 years,Graduate Degree,10
2015,Kern,50 - 54 years,Unknown,13
2015,Kern,55 - 59 years,Less than High School,119
2015,Kern,55 - 59 years,High School Graduate or GED Completed,169
2015,Kern,55 - 59 years,"Some College Credit, No 4-Year Degree",90
2015,Kern,55 - 59 years,Bachelor's Degree,23
2015,Kern,55 - 59 years,Graduate Degree,10
2015,Kern,55 - 59 years,Unknown,23
2015,Kern,60 - 64 years,Less than High School,121
2015,Kern,60 - 64 years,High School Graduate or GED Completed,175
2015,Kern,60 - 64 years,"Some College Credit, No 4-Year Degree",118
2015,Kern,60 - 64 years,Bachelor's Degree,35
2015,Kern,60 - 64 years,Graduate Degree,23
2015,Kern,60 - 64 years,Unknown,26
2015,Kern,65 - 69 years,Less than High School,123
2015,Kern,65 - 69 years,High School Graduate or GED Completed,193
2015,Kern,65 - 69 years,"Some College Credit, No 4-Year Degree",141
2015,Kern,65 - 69 years,Bachelor's Degree,46
2015,Kern,65 - 69 years,Graduate Degree,26
2015,Kern,65 - 69 years,Unknown,18
2015,Kern,70 - 74 years,Less than High School,146
2015,Kern,70 - 74 years,High School Graduate or GED Completed,202
2015,Kern,70 - 74 years,"Some College Credit, No 4-Year Degree",145
2015,Kern,70 - 74 years,Bachelor's Degree,57
2015,Kern,70 - 74 years,Graduate Degree,30
2015,Kern,70 - 74 years,Unknown,21
2015,Kern,75 - 79 years,Less than High School,175
2015,Kern,75 - 79 years,High School Graduate or GED Completed,231
2015,Kern,75 - 79 years,"Some College Credit, No 4-Year Degree",129
2015,Kern,75 - 79 years,Bachelor's Degree,38
2015,Kern,75 - 79 years,Graduate Degree,24
2015,Kern,75 - 79 years,Unknown,12
2015,Kern,80 - 84 years,Less than High School,160
2015,Kern,80 - 84 years,High School Graduate or GED Completed,231
2015,Kern,80 - 84 years,"Some College Credit, No 4-Year Degree",113
2015,Kern,80 - 84 years,Bachelor's Degree,55
2015,Kern,80 - 84 years,Graduate Degree,34
2015,Kern,80 - 84 years,Unknown,19
2015,Kern,85 - 89 years,Less than High School,194
2015,Kern,85 - 89 years,High School Graduate or GED Completed,251
2015,Kern,85 - 89 years,"Some College Credit, No 4-Year Degree",107
2015,Kern,85 - 89 years,Bachelor's Degree,40
2015,Kern,85 - 89 years,Graduate Degree,31
2015,Kern,85 - 89 years,Unknown,12
2015,Kern,90 - 94 years,Less than High School,128
2015,Kern,90 - 94 years,High School Graduate or GED Completed,189
2015,Kern,90 - 94 years,"Some College Credit, No 4-Year Degree",91
2015,Kern,90 - 94 years,Bachelor's Degree,41
2015,Kern,90 - 94 years,Graduate Degree,32
2015,Kern,90 - 94 years,Unknown,10
2015,Kern,95 - 99 years,Less than High School,57
2015,Kern,95 - 99 years,High School Graduate or GED Completed,65
2015,Kern,95 - 99 years,"Some College Credit, No 4-Year Degree",31
2015,Kern,95 - 99 years,Bachelor's Degree,15
2015,Kern,95 - 99 years,Graduate Degree,12
2015,Kern,95 - 99 years,Unknown,10
2015,Kern,100 years and over,Less than High School,18
2015,Kern,100 years and over,High School Graduate or GED Completed,17
2015,Kern,100 years and over,"Some College Credit, No 4-Year Degree",10
2015,Kern,100 years and over,Bachelor's Degree,10
2015,Kern,100 years and over,Graduate Degree,10
2015,Kern,100 years and over,Unknown,0
2015,Kings,Less than 1 year,Less than High School,14
2015,Kings,Less than 1 year,High School Graduate or GED Completed,0
2015,Kings,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Kings,Less than 1 year,Bachelor's Degree,0
2015,Kings,Less than 1 year,Graduate Degree,0
2015,Kings,Less than 1 year,Unknown,0
2015,Kings,1 - 4 years,Less than High School,10
2015,Kings,1 - 4 years,High School Graduate or GED Completed,0
2015,Kings,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Kings,1 - 4 years,Bachelor's Degree,0
2015,Kings,1 - 4 years,Graduate Degree,0
2015,Kings,1 - 4 years,Unknown,0
2015,Kings,5 - 9 years,Less than High School,0
2015,Kings,5 - 9 years,High School Graduate or GED Completed,0
2015,Kings,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Kings,5 - 9 years,Bachelor's Degree,0
2015,Kings,5 - 9 years,Graduate Degree,0
2015,Kings,5 - 9 years,Unknown,0
2015,Kings,10 - 14 years,Less than High School,10
2015,Kings,10 - 14 years,High School Graduate or GED Completed,0
2015,Kings,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Kings,10 - 14 years,Bachelor's Degree,0
2015,Kings,10 - 14 years,Graduate Degree,0
2015,Kings,10 - 14 years,Unknown,0
2015,Kings,15 - 19 years,Less than High School,10
2015,Kings,15 - 19 years,High School Graduate or GED Completed,10
2015,Kings,15 - 19 years,"Some College Credit, No 4-Year Degree",0
2015,Kings,15 - 19 years,Bachelor's Degree,0
2015,Kings,15 - 19 years,Graduate Degree,0
2015,Kings,15 - 19 years,Unknown,0
2015,Kings,20 - 24 years,Less than High School,10
2015,Kings,20 - 24 years,High School Graduate or GED Completed,10
2015,Kings,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,20 - 24 years,Bachelor's Degree,0
2015,Kings,20 - 24 years,Graduate Degree,0
2015,Kings,20 - 24 years,Unknown,0
2015,Kings,25 - 29 years,Less than High School,10
2015,Kings,25 - 29 years,High School Graduate or GED Completed,10
2015,Kings,25 - 29 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,25 - 29 years,Bachelor's Degree,10
2015,Kings,25 - 29 years,Graduate Degree,0
2015,Kings,25 - 29 years,Unknown,0
2015,Kings,30 - 34 years,Less than High School,10
2015,Kings,30 - 34 years,High School Graduate or GED Completed,10
2015,Kings,30 - 34 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,30 - 34 years,Bachelor's Degree,0
2015,Kings,30 - 34 years,Graduate Degree,0
2015,Kings,30 - 34 years,Unknown,0
2015,Kings,35 - 39 years,Less than High School,10
2015,Kings,35 - 39 years,High School Graduate or GED Completed,10
2015,Kings,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,35 - 39 years,Bachelor's Degree,0
2015,Kings,35 - 39 years,Graduate Degree,0
2015,Kings,35 - 39 years,Unknown,10
2015,Kings,40 - 44 years,Less than High School,10
2015,Kings,40 - 44 years,High School Graduate or GED Completed,11
2015,Kings,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,40 - 44 years,Bachelor's Degree,10
2015,Kings,40 - 44 years,Graduate Degree,0
2015,Kings,40 - 44 years,Unknown,0
2015,Kings,45 - 49 years,Less than High School,10
2015,Kings,45 - 49 years,High School Graduate or GED Completed,10
2015,Kings,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,45 - 49 years,Bachelor's Degree,0
2015,Kings,45 - 49 years,Graduate Degree,10
2015,Kings,45 - 49 years,Unknown,0
2015,Kings,50 - 54 years,Less than High School,12
2015,Kings,50 - 54 years,High School Graduate or GED Completed,13
2015,Kings,50 - 54 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,50 - 54 years,Bachelor's Degree,10
2015,Kings,50 - 54 years,Graduate Degree,0
2015,Kings,50 - 54 years,Unknown,10
2015,Kings,55 - 59 years,Less than High School,10
2015,Kings,55 - 59 years,High School Graduate or GED Completed,10
2015,Kings,55 - 59 years,"Some College Credit, No 4-Year Degree",21
2015,Kings,55 - 59 years,Bachelor's Degree,10
2015,Kings,55 - 59 years,Graduate Degree,10
2015,Kings,55 - 59 years,Unknown,10
2015,Kings,60 - 64 years,Less than High School,10
2015,Kings,60 - 64 years,High School Graduate or GED Completed,13
2015,Kings,60 - 64 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,60 - 64 years,Bachelor's Degree,10
2015,Kings,60 - 64 years,Graduate Degree,10
2015,Kings,60 - 64 years,Unknown,10
2015,Kings,65 - 69 years,Less than High School,21
2015,Kings,65 - 69 years,High School Graduate or GED Completed,29
2015,Kings,65 - 69 years,"Some College Credit, No 4-Year Degree",19
2015,Kings,65 - 69 years,Bachelor's Degree,10
2015,Kings,65 - 69 years,Graduate Degree,10
2015,Kings,65 - 69 years,Unknown,10
2015,Kings,70 - 74 years,Less than High School,22
2015,Kings,70 - 74 years,High School Graduate or GED Completed,30
2015,Kings,70 - 74 years,"Some College Credit, No 4-Year Degree",17
2015,Kings,70 - 74 years,Bachelor's Degree,10
2015,Kings,70 - 74 years,Graduate Degree,10
2015,Kings,70 - 74 years,Unknown,10
2015,Kings,75 - 79 years,Less than High School,24
2015,Kings,75 - 79 years,High School Graduate or GED Completed,39
2015,Kings,75 - 79 years,"Some College Credit, No 4-Year Degree",19
2015,Kings,75 - 79 years,Bachelor's Degree,10
2015,Kings,75 - 79 years,Graduate Degree,10
2015,Kings,75 - 79 years,Unknown,10
2015,Kings,80 - 84 years,Less than High School,45
2015,Kings,80 - 84 years,High School Graduate or GED Completed,43
2015,Kings,80 - 84 years,"Some College Credit, No 4-Year Degree",15
2015,Kings,80 - 84 years,Bachelor's Degree,10
2015,Kings,80 - 84 years,Graduate Degree,10
2015,Kings,80 - 84 years,Unknown,10
2015,Kings,85 - 89 years,Less than High School,47
2015,Kings,85 - 89 years,High School Graduate or GED Completed,26
2015,Kings,85 - 89 years,"Some College Credit, No 4-Year Degree",14
2015,Kings,85 - 89 years,Bachelor's Degree,10
2015,Kings,85 - 89 years,Graduate Degree,10
2015,Kings,85 - 89 years,Unknown,10
2015,Kings,90 - 94 years,Less than High School,30
2015,Kings,90 - 94 years,High School Graduate or GED Completed,27
2015,Kings,90 - 94 years,"Some College Credit, No 4-Year Degree",11
2015,Kings,90 - 94 years,Bachelor's Degree,10
2015,Kings,90 - 94 years,Graduate Degree,10
2015,Kings,90 - 94 years,Unknown,10
2015,Kings,95 - 99 years,Less than High School,15
2015,Kings,95 - 99 years,High School Graduate or GED Completed,10
2015,Kings,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2015,Kings,95 - 99 years,Bachelor's Degree,10
2015,Kings,95 - 99 years,Graduate Degree,0
2015,Kings,95 - 99 years,Unknown,0
2015,Kings,100 years and over,Less than High School,10
2015,Kings,100 years and over,High School Graduate or GED Completed,0
2015,Kings,100 years and over,"Some College Credit, No 4-Year Degree",10
2015,Kings,100 years and over,Bachelor's Degree,0
2015,Kings,100 years and over,Graduate Degree,0
2015,Kings,100 years and over,Unknown,0
2015,Lake,Less than 1 year,Less than High School,10
2015,Lake,Less than 1 year,High School Graduate or GED Completed,0
2015,Lake,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2015,Lake,Less than 1 year,Bachelor's Degree,0
2015,Lake,Less than 1 year,Graduate Degree,0
2015,Lake,Less than 1 year,Unknown,0
2015,Lake,1 - 4 years,Less than High School,0
2015,Lake,1 - 4 years,High School Graduate or GED Completed,0
2015,Lake,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2015,Lake,1 - 4 years,Bachelor's Degree,0
2015,Lake,1 - 4 years,Graduate Degree,0
2015,Lake,1 - 4 years,Unknown,0
2015,Lake,5 - 9 years,Less than High School,0
2015,Lake,5 - 9 years,High School Graduate or GED Completed,0
2015,Lake,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2015,Lake,5 - 9 years,Bachelor's Degree,0
2015,Lake,5 - 9 years,Graduate Degree,0
2015,Lake,5 - 9 years,Unknown,0
2015,Lake,10 - 14 years,Less than High School,10
2015,Lake,10 - 14 years,High School Graduate or GED Completed,0
2015,Lake,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2015,Lake,10 - 14 years,Bachelor's Degree,0
2015,Lake,10 - 14 years,Graduate Degree,0
2015,Lake,10 - 14 years,Unknown,0
2015,Lake,15 - 19 years,Less than High School,10
2015,Lake,15 - 19 years,High School Graduate or GED Completed,10
2015,Lake,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2015,Lake,15 - 19 years,Bachelor's Degree,0
2015,Lake,15 - 19 years,Graduate Degree,0
2015,Lake,15 - 19 years,Unknown,0
2015,Lake,20 - 24 years,Less than High School,10
2015,Lake,20 - 24 years,High School Graduate or GED Completed,10
2015,Lake,20 - 24 years,"Some College Credit, No 4-Year Degree",10
2015,Lake,20 - 24 years,Bachelor's Degree,10
2015,Lake,20 - 24 years,Graduate Degree,0
2015,Lake,20 - 24 years,Unknown,0
2015,Lake,25 - 29 years,Less than High School,10
2015,Lake,25 - 29 years,High School Graduate or GED Completed,10
2015,Lake,25 - 29 years,"Some College Credit, No 4-Year Degree",0
2015,Lake,25 - 29 years,Bachelor's Degree,10
2015,Lake,25 - 29 years,Graduate Degree,0
2015,Lake,25 - 29 years,Unknown,0
2015,Lake,30 - 34 years,Less than High School,0
2015,Lake,30 - 34 years,High School Graduate or GED Completed,10
2015,Lake,30 - 34 years,"Some College Credit, No 4-Year Degree",0
2015,Lake,30 - 34 years,Bachelor's Degree,0
2015,Lake,30 - 34 years,Graduate Degree,0
2015,Lake,30 - 34 years,Unknown,0
2015,Lake,35 - 39 years,Less than High School,10
2015,Lake,35 - 39 years,High School Graduate or GED Completed,10
2015,Lake,35 - 39 years,"Some College Credit, No 4-Year Degree",10
2015,Lake,35 - 39 years,Bachelor's Degree,0
2015,Lake,35 - 39 years,Graduate Degree,0
2015,Lake,35 - 39 years,Unknown,0
2015,Lake,40 - 44 years,Less than High School,10
2015,Lake,40 - 44 years,High School Graduate or GED Completed,10
2015,Lake,40 - 44 years,"Some College Credit, No 4-Year Degree",10
2015,Lake,40 - 44 years,Bachelor's Degree,0
2015,Lake,40 - 44 years,Graduate Degree,0
2015,Lake,40 - 44 years,Unknown,0
2015,Lake,45 - 49 years,Less than High School,10
2015,Lake,45 - 49 years,High School Graduate or GED Completed,10
2015,Lake,45 - 49 years,"Some College Credit, No 4-Year Degree",10
2015,Lake,45 - 49 years,Bachelor's Degree,0
2015,Lake,45 - 49 years,Graduate Degree,10
2015,Lake,45 - 49 years,Unknown,0
2015,Lake,50 - 54 years,Less than High School,17
2015,Lake,50 - 54 years,High School Graduate or GED Completed,28
2015,Lake,50 - 54 years,"Some College Credit, No 4-Year Degree",13
2015,Lake,50 - 54 years,Bachelor's Degree,10
2015,Lake,50 - 54 years,Graduate Degree,0
2015,Lake,50 - 54 years,Unknown,10
2015,Lake,55 - 59 years,Less than High School,10
2015,Lake,55 - 59 years,High School Graduate or GED Completed,35
2015,Lake,55 - 59 years,"Some College Credit, No 4-Year Degree",21
2015,Lake,55 - 59 years,Bachelor's Degree,10
